year,predators,preys
583,0,2612
584,0,3158
585,0,2534
586,0,3065
587,0,2474
588,0,2990
589,0,3672
590,0,3091
591,0,2504
592,0,3009
593,0,2450
594,0,2982
595,0,3616
596,0,2996
597,0,3625
598,0,3039
599,0,2478
600,0,2980
601,0,3629
602,0,2944
603,0,3587
604,0,2983
605,0,3633
606,0,3018
607,0,2432
608,0,2912
609,0,3562
610,0,2953
611,0,3565
612,0,2955
613,0,3611
614,0,2983
615,0,3582
616,0,2940
617,0,3564
618,0,2894
619,0,3510
620,0,2884
621,0,3476
622,0,2835
623,0,3464
624,0,2802
625,0,3422
626,0,2782
627,0,3344
628,0,2766
629,0,3329
630,0,2697
631,0,3299
632,0,2666
633,0,3260
634,0,2622
635,0,3189
636,0,2619
637,0,3180
638,0,2600
639,0,3144
640,0,2564
641,0,3117
642,0,2568
643,0,3097
644,0,2529
645,0,3013
646,0,2454
647,0,2983
648,0,3664
649,0,3050
650,0,2492
651,0,3033
652,0,2470
653,0,2956
654,0,3634
655,0,3034
656,0,2432
657,0,2887
658,0,3512
659,0,2957
660,0,3591
661,0,2939
662,0,3600
663,0,2956
664,0,3606
665,0,3008
666,0,2394
667,0,2789
668,0,3370
669,0,2779
670,0,3382
671,0,2778
672,0,3333
673,0,2740
674,0,3354
675,0,2780
676,0,3387
677,0,2753
678,0,3264
679,0,2671
680,0,3257
681,0,2633
682,0,3200
683,0,2640
684,0,3173
685,0,2565
686,0,3111
687,0,2529
688,0,3070
689,0,2514
690,0,3059
691,0,2477
692,0,3007
693,0,2451
694,0,2967
695,0,3673
696,0,3063
697,0,2497
698,0,3024
699,0,2440
700,0,2952
701,0,3608
702,0,2937
703,0,3573
704,0,2934
705,0,3632
706,0,2998
707,0,3662
708,0,3018
709,0,2405
710,0,2844
711,0,3435
712,0,2825
713,0,3403
714,0,2802
715,0,3391
716,0,2813
717,0,3425
718,0,2824
719,0,3388
720,0,2722
721,0,3326
722,0,2733
723,0,3334
724,0,2695
725,0,3263
726,0,2646
727,0,3160
728,0,2597
729,0,3113
730,0,2555
731,0,3092
732,0,2505
733,0,3067
734,0,2489
735,0,2991
736,0,3700
737,0,3073
738,0,2499
739,0,3016
740,0,2438
741,0,2960
742,0,3573
743,0,2975
744,0,3628
745,0,2987
746,0,3687
747,0,3098
748,0,2515
749,0,2992
750,0,3596
751,0,2922
752,0,3525
753,0,2879
754,0,3504
755,0,2931
756,0,3562
757,0,2924
758,0,3525
759,0,2808
760,0,3403
761,0,2757
762,0,3339
763,0,2745
764,0,3318
765,0,2704
766,0,3258
767,0,2673
768,0,3204
769,0,2612
770,0,3187
771,0,2590
772,0,3209
773,0,2606
774,0,3164
775,0,2581
776,0,3109
777,0,2555
778,0,3131
779,0,2573
780,0,3131
781,0,2537
782,0,3074
783,0,2560
784,0,3074
785,0,2477
786,0,3069
787,0,2524
788,0,3065
789,0,2486
790,0,2975
791,0,3703
792,0,3095
793,0,2526
794,0,3057
795,0,2484
796,0,2992
797,0,3639
798,0,2962
799,0,3641
800,0,3004
801,0,2477
802,0,2976
803,0,3649
804,0,3005
805,0,2367
806,0,2828
807,0,3474
808,0,2867
809,0,3506
810,0,2919
811,0,3553
812,0,2937
813,0,3620
814,0,2984
815,0,3603
816,0,2944
817,0,3579
818,0,2917
819,0,3551
820,0,2870
821,0,3491
822,0,2863
823,0,3499
824,0,2843
825,0,3462
826,0,2836
827,0,3453
828,0,2825
829,0,3385
830,0,2743
831,0,3325
832,0,2737
833,0,3292
834,0,2660
835,0,3276
836,0,2682
837,0,3269
838,0,2668
839,0,3177
840,0,2611
841,0,3141
842,0,2567
843,0,3098
844,0,2574
845,0,3107
846,0,2492
847,0,3024
848,0,2473
849,0,3006
850,0,2451
851,0,2953
852,0,3661
853,0,3030
854,0,2496
855,0,3005
856,0,2429
857,0,2952
858,0,3574
859,0,2894
860,0,3532
861,0,2891
862,0,3578
863,0,2984
864,0,3603
865,0,2953
866,0,3565
867,0,2931
868,0,3531
869,0,2888
870,0,3502
871,0,2868
872,0,3505
873,0,2871
874,0,3470
875,0,2860
876,0,3446
877,0,2854
878,0,3465
879,0,2838
880,0,3456
881,0,2822
882,0,3435
883,0,2759
884,0,3355
885,0,2755
886,0,3347
887,0,2732
888,0,3317
889,0,2753
890,0,3346
891,0,2745
892,0,3318
893,0,2718
894,0,3286
895,0,2689
896,0,3252
897,0,2644
898,0,3216
899,0,2642
900,0,3174
901,0,2565
902,0,3114
903,0,2565
904,0,3134
905,0,2553
906,0,3076
907,0,2537
908,0,3066
909,0,2530
910,0,3070
911,0,2527
912,0,3108
913,0,2605
914,0,3141
915,0,2574
916,0,3092
917,0,2546
918,0,3119
919,0,2543
920,0,3069
921,0,2516
922,0,3078
923,0,2466
924,0,2992
925,0,3675
926,0,3039
927,0,2454
928,0,2952
929,0,3614
930,0,3008
931,0,2409
932,0,2881
933,0,3500
934,0,2853
935,0,3494
936,0,2904
937,0,3565
938,0,2912
939,0,3501
940,0,2863
941,0,3460
942,0,2801
943,0,3424
944,0,2742
945,0,3333
946,0,2704
947,0,3291
948,0,2708
949,0,3264
950,0,2673
951,0,3242
952,0,2634
953,0,3170
954,0,2565
955,0,3053
956,0,2489
957,0,3047
958,0,2506
959,0,3027
960,0,2461
961,0,2980
962,0,3705
963,0,3076
964,0,2499
965,0,3049
966,0,2485
967,0,3009
968,0,2421
969,0,2894
970,0,3584
971,0,2967
972,0,3659
973,0,3046
974,0,2473
975,0,2959
976,0,3552
977,0,2899
978,0,3520
979,0,2878
980,0,3525
981,0,2923
982,0,3560
983,0,2937
984,0,3573
985,0,2928
986,0,3563
987,0,2873
988,0,3468
989,0,2846
990,0,3450
991,0,2817
992,0,3389
993,0,2768
994,0,3324
995,0,2695
996,0,3259
997,0,2659
998,0,3195
999,0,2599
